emp_class,gender,department,sub_division,gspecial,jobtitle,rank,servstatus,age,expyears,mstatue,nkids,salary,degree,performance
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Suki - Kitchen (Portal),Hong Kong Suki - Kitchen (Portal),Commis I,9,ปัจจุบัน,30,6,โสด,0,15914,ปริญญาตรี,C
พนักงาน,เพศหญิง,Exhibition Project (Department),Consumer Team,Consumer Team,Operation Executive,8,พ้นสภาพ,33,6,โสด,0,20000,ปริญญาตรี,C
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Support,Banquet - Support,Art Coordinator,9,พ้นสภาพ,28,6,โสด,0,14853,,D
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,25,6,โสด,0,18386,ปริญญาตรี,C
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,27,6,โสด,0,18035,ปริญญาตรี,C
พนักงาน,เพศชาย,IMPACT Lake Front (Department),Uwajima - Kitchen,Uwajima - Kitchen,Supervisor Kitchen,8,ปัจจุบัน,28,6,โสด,0,17304,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis I,9,ปัจจุบัน,33,6,แต่งงาน,1,16797,,B
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Driver,9,พ้นสภาพ,37,6,แต่งงาน,0,13781,,B
พนักงาน,เพศหญิง,IMPACT Tennis Academy & Sport Club (Dep.),Sales & Marketing,Sales & Marketing,Member Relations Representative,8,พ้นสภาพ,30,6,โสด,0,16029,ปริญญาตรี,D
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,29,6,โสด,0,18386,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Account,Account,Income Auditor,8,ปัจจุบัน,34,6,โสด,0,16710,ปริญญาตรี,C
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Staff City Traffic and Security,10,ปัจจุบัน,33,6,หย่า,0,15050,,B
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Government (Reactive),Government (Reactive),Sales Executive,7,ปัจจุบัน,30,6,โสด,0,26460,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Operations (Department),Housekeeping,Housekeeping,Chief Building,7,ปัจจุบัน,32,6,โสด,0,25750,ปริญญาตรี,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Ito Kacho - Kitchen (Nihonmura),Ito Kacho - Kitchen (Nihonmura),Commis II,10,พ้นสภาพ,27,6,โสด,0,11000,มัธยมศึกษาตอนต้น,D
พนักงาน,เพศหญิง,Finance & Accounting (Department),Account,Account,Income Auditor,8,ปัจจุบัน,32,6,โสด,0,16926,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Restaurant Group (Department),Flann Impact - Service,Flann Impact - Service,Assistant Manager,7,ปัจจุบัน,48,6,โสด,0,24610,ปริญญาตรี,A
ผู้จัดการ,เพศหญิง,Sales and Marketing (Department),International Exhibition & Convention (Pro),International Exhibition & Convention (Pro),Manager - Sales,5,พ้นสภาพ,37,6,โสด,0,50605,ปริญญาตรี,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Terrazza - Service,Terrazza - Service,Captain,9,ปัจจุบัน,31,6,โสด,0,15000,,A
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Service,10,ปัจจุบัน,34,6,โสด,0,12016,,C
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,37,6,โสด,0,14622,,B
พนักงาน,เพศหญิง,Food & Beverage (Department),Steward,Steward,Steward Attendant,10,พ้นสภาพ,29,6,โสด,0,13261,,C
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Tenant Coordinator,Real Estate Tenant Coordinator,Coordinator - Tenant Coordinator,8,พ้นสภาพ,31,6,โสด,0,15000,ปริญญาตรี,B
พนักงาน,เพศชาย,Operations (Department),Audio Visual,Audio Visual,Audio Visual Operator,9,ปัจจุบัน,35,6,โสด,0,17864,,A
หัวหน้างาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Senior Executive - Service Operation,7,ปัจจุบัน,34,6,โสด,0,26215,ปริญญาตรี,A
หัวหน้างาน,เพศชาย,Operations (Department),Set Up,Set Up,Assistant Manager - Set up,6,ปัจจุบัน,43,6,โสด,0,45864,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service(The Promenade),Tsubohachi - Service(The Promenade),Assistant Manager - Restaurant,7,พ้นสภาพ,45,6,โสด,0,27300,ปริญญาตรี,B
พนักงาน,เพศหญิง,Exhibition Project (Department),Business Development,Business Development,Business Development Executive,8,ปัจจุบัน,32,6,โสด,0,27583,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Beehive),Tsubohachi - Service (Beehive),Assistant Manager - Restaurant,7,ปัจจุบัน,32,6,โสด,0,28390,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Project Management (Department),Cost Control,Cost Control,Assistant Manager - Cost Control,6,ปัจจุบัน,35,6,โสด,0,43152,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Cost Officer,8,ปัจจุบัน,39,6,โสด,0,19683,ปริญญาตรี,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Assets,Assets,Assets Officer,9,ปัจจุบัน,31,6,โสด,0,17120,,A
หัวหน้างาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Senior Executive - Service Operation,7,พ้นสภาพ,34,6,โสด,0,30495,ปริญญาตรี,A
หัวหน้างาน,เพศหญิง,IMPACT Tennis Academy & Sport Club (Dep.),IMPACT Fitness,IMPACT Fitness,Supervisor - Fitness,7,ปัจจุบัน,35,6,แต่งงาน,0,18919,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Service (Nihonmachi),Tsubohachi - Service (Nihonmachi),Service Staff,7,ปัจจุบัน,51,6,โสด,1,54075,ปริญญาตรี,C
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Commis I,9,ปัจจุบัน,28,6,โสด,0,14611,ปริญญาตรี,A
พนักงาน,เพศชาย,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,33,6,โสด,0,10496,,B
พนักงาน,เพศชาย,Facility Management & IT (Department),Repair Maintenance & Restaurant Project,Repair Maintenance & Restaurant Project,Building Technician,9,ปัจจุบัน,38,6,โสด,0,14895,,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Receiving,Receiving,Receiving Officer,10,ปัจจุบัน,36,6,โสด,0,13792,,D
พนักงาน,เพศชาย,Finance & Accounting (Department),Assets,Assets,Assets Officer,9,ปัจจุบัน,35,6,โสด,0,15450,,C
หัวหน้างาน,เพศหญิง,Facility Management & IT (Department),IT Network Exhibition Support,IT Network Exhibition Support,Supervisor - IT Coordinator,7,พ้นสภาพ,34,6,แต่งงาน,0,36914,ปริญญาตรี,B
พนักงาน,เพศหญิง,Operations (Department),Data Center and Store,Data Center and Store,Data Center Officer,9,ปัจจุบัน,29,6,แต่งงาน,0,20865,,A
พนักงาน,เพศชาย,Operations (Department),Transportation,Transportation,Shuttle bus driver,11,พ้นสภาพ,48,6,โสด,0,13240,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service(Thaniya),Tsubohachi - Service(Thaniya),Hostess,9,พ้นสภาพ,43,6,โสด,0,11550,มัธยมศึกษาตอนต้น,C
พนักงาน,เพศชาย,Management Office (Department),Management Office,Management Office,Transportation Officer,10,พ้นสภาพ,35,6,โสด,0,12000,,B
พนักงาน,เพศหญิง,Procurement (Department),Procurement - Non Food,Procurement - Non Food,Senior Procurement Officer,8,ปัจจุบัน,36,6,แต่งงาน,1,26000,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Assistant F&B Cost Controller,6,ปัจจุบัน,41,6,โสด,0,53086,ปริญญาตรี,A
หัวหน้างาน,เพศชาย,Facility Management & IT (Department),Repair Maintenance & Restaurant Project,Repair Maintenance & Restaurant Project,Supervisor - Restaurant Project,7,ปัจจุบัน,42,6,โสด,0,28941,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Facility Management & IT (Department),IT Application Support,IT Application Support,Supervisor - Application,7,ปัจจุบัน,32,6,โสด,0,42601,ปริญญาตรี,B
พนักงาน,เพศชาย,City Management (Department),Development Area Control,Development Area Control,Area Control Officer,9,พ้นสภาพ,30,6,โสด,0,14763,,B
พนักงาน,เพศชาย,Facility Management & IT (Department),Repair Maintenance & Restaurant Project,Repair Maintenance & Restaurant Project,Building Technician,9,ปัจจุบัน,58,6,โสด,2,12360,,C
พนักงาน,เพศชาย,Facility Management & IT (Department),Repair Maintenance & Restaurant Project,Repair Maintenance & Restaurant Project,Senior Building Technician,8,ปัจจุบัน,39,6,โสด,0,14606,ปริญญาตรี,A
หัวหน้างาน,เพศชาย,Finance & Accounting (Department),Store,Store,Assistant Chief - Store,7,ปัจจุบัน,50,6,โสด,1,31796,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Chef de Partie,7,พ้นสภาพ,33,6,โสด,0,20223,ปริญญาตรี,A
พนักงาน,เพศหญิง,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Commis III,11,ปัจจุบัน,29,6,โสด,0,13792,,C
หัวหน้างาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Senior Executive - Service Operation,7,ปัจจุบัน,35,6,โสด,0,25725,ปริญญาตรี,B
พนักงาน,เพศหญิง,Procurement (Department),Procurement - Food,Procurement - Food,Procurement Officer,9,พ้นสภาพ,38,6,โสด,0,19838,,C
หัวหน้างาน,เพศชาย,Project Management (Department),Cost Control,Cost Control,Cost Control Engineer,7,ปัจจุบัน,30,6,โสด,0,30098,ปริญญาตรี,B
พนักงาน,เพศหญิง,Finance & Accounting (Department),Costing,Costing,Beverage Cost Officer,9,ปัจจุบัน,31,6,โสด,0,16871,,B
หัวหน้างาน,เพศหญิง,Finance & Accounting (Department),Budget & Report,Budget & Report,Assistant Manager - Budget & Report,6,ปัจจุบัน,49,6,โสด,1,38989,ปริญญาตรี,C
พนักงาน,เพศหญิง,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis II,10,ปัจจุบัน,30,6,แต่งงาน,2,15750,,B
